BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,county,lat,lon
200810,6,1346,200810,6,1352,22189,130565,ARKANSAS,5,2008,October,Tornado,"INK",34.5838,-94.1453
200810,11,1733,200810,11,1735,22252,130897,NEW MEXICO,35,2008,October,Tornado,"STANLEY",35.15,-105.9446
200810,11,2054,200810,11,2055,22277,131027,KANSAS,20,2008,October,Tornado,"EDSON",39.33,-101.55
200810,9,1043,200810,9,1043,22771,133615,GEORGIA,13,2008,October,Tornado,"COLON",30.79,-82.56
200810,24,1755,200810,24,1755,22845,133917,GEORGIA,13,2008,October,Tornado,"TARBORO",31.0191,-81.8052
200810,8,430,200810,8,431,22984,134482,ALABAMA,1,2008,October,Tornado,"ELDRIDGE",33.9523,-87.5761
200810,8,1419,200810,8,1419,22984,134483,ALABAMA,1,2008,October,Tornado,"WINFIELD",33.93,-87.85
200810,6,1929,200810,6,1942,23005,134568,TEXAS,48,2008,October,Tornado,"TENNESSEE COLONY",31.8455,-95.8679
200810,7,1855,200810,7,1856,23462,137149,MISSISSIPPI,28,2008,October,Tornado,"PONTOTOC",34.2334,-89.0244
200810,8,1535,200810,8,1536,23469,137165,GEORGIA,13,2008,October,Tornado,"FAYETTEVILLE",33.4812,-84.4392
200810,8,925,200810,8,929,23576,137472,ALABAMA,1,2008,October,Tornado,"WATKINS BRIDGE",31.1399,-86.4719
200810,8,723,200810,8,728,23616,137845,FLORIDA,12,2008,October,Tornado,"WEST PANAMA CITY",30.1445,-85.7351
200810,8,1624,200810,8,1629,23616,137846,FLORIDA,12,2008,October,Tornado,"LLOYD",30.4443,-84.0322
200810,6,1605,200810,6,1606,23689,138224,TEXAS,48,2008,October,Tornado,"ATLANTA",33.0653,-94.0975
200810,6,2110,200810,6,2111,23689,138227,TEXAS,48,2008,October,Tornado,"BULLARD",32.1396,-95.3109
200810,8,1054,200810,8,1102,23697,138279,ALABAMA,1,2008,October,Tornado,"ENTERPRISE",31.3154,-85.8587
200810,8,1115,200810,8,1120,23697,138281,ALABAMA,1,2008,October,Tornado,"(OZR)FT RUCKER AAF",31.3251,-85.7287
200810,8,1125,200810,8,1133,23697,138282,ALABAMA,1,2008,October,Tornado,"OZARK",31.3776,-85.65
200810,8,1205,200810,8,1214,23697,138283,ALABAMA,1,2008,October,Tornado,"WICKSBURG",31.2434,-85.63
200810,8,1217,200810,8,1218,23697,138284,ALABAMA,1,2008,October,Tornado,"PINCKARD",31.3124,-85.5335
200810,8,1233,200810,8,1238,23697,138285,ALABAMA,1,2008,October,Tornado,"CAPPS",31.4934,-85.4109
200810,9,1245,200810,9,1245,22979,134466,GEORGIA,13,2008,October,Lightning,"(SAV)SAVANNAH INTL A",32.15,-81.21
200810,6,0,200810,6,0,23005,134623,TEXAS,48,2008,October,Lightning,"EASTLAND",32.4,-98.82
200810,7,755,200810,7,755,23329,136205,ILLINOIS,17,2008,October,Lightning,"MT VERNON",38.32,-88.9
200810,11,745,200810,11,745,23352,136431,NORTH DAKOTA,38,2008,October,Lightning,"RUTLAND",46.079,-97.5
200810,7,925,200810,7,925,23577,137473,FLORIDA,12,2008,October,Lightning,"PENSACOLA",30.42,-87.22
200810,7,1002,200810,7,1002,23577,137474,FLORIDA,12,2008,October,Lightning,"PENSACOLA",30.42,-87.22
200810,7,215,200810,7,215,23596,137624,TEXAS,48,2008,October,Lightning,"AUSTIN MABRY",30.3524,-97.7755
200810,4,317,200810,4,317,23647,137974,OKLAHOMA,40,2008,October,Lightning,"SAND SPGS",36.15,-96.12
200810,8,207,200810,8,212,23646,138243,ALABAMA,1,2008,October,Lightning,"NORMAL",34.77,-86.6
200810,1,1626,200810,1,1626,23822,139040,NEW YORK,36,2008,October,Lightning,"BARKER",43.33,-78.57
200810,31,1030,200810,31,1030,23835,139104,MISSOURI,29,2008,October,Lightning,"BUFFALO",37.64,-93.09
200810,11,1314,200810,11,1314,22252,130878,NEW MEXICO,35,2008,October,Hail,"PARADISE HILLS",35.1494,-106.6865
200810,11,1315,200810,11,1315,22252,130879,NEW MEXICO,35,2008,October,Hail,"PARADISE HILLS",35.1495,-106.6863
200810,11,1317,200810,11,1322,22252,130880,NEW MEXICO,35,2008,October,Hail,"ALAMEDA ARPT",35.1978,-106.6759
200810,11,1141,200810,11,1146,22252,130881,NEW MEXICO,35,2008,October,Hail,"CUBA",35.9647,-107.0906
200810,11,1320,200810,11,1325,22252,130883,NEW MEXICO,35,2008,October,Hail,"EL RANCHO ARPT",35.1305,-106.7103
200810,11,1750,200810,11,1750,22252,130886,NEW MEXICO,35,2008,October,Hail,"MORIARTY",35,-106.05
200810,11,1319,200810,11,1319,22252,130893,NEW MEXICO,35,2008,October,Hail,"RIO RANCHO",35.2412,-106.6972
200810,11,1318,200810,11,1318,22252,130894,NEW MEXICO,35,2008,October,Hail,"RIO RANCHO",35.2308,-106.6968
200810,11,1726,200810,11,1726,22252,130895,NEW MEXICO,35,2008,October,Hail,"STANLEY",35.1099,-106.0003
200810,11,1733,200810,11,1733,22252,130896,NEW MEXICO,35,2008,October,Hail,"STANLEY",35.1645,-105.98
200810,20,1548,200810,20,1550,22498,132106,NEW MEXICO,35,2008,October,Hail,"WITT",34.82,-106.06
200810,20,1550,200810,20,1552,22498,132107,NEW MEXICO,35,2008,October,Hail,"WITT",34.84,-106.05
200810,22,1655,200810,22,1655,22575,132686,TEXAS,48,2008,October,Hail,"ALDINE",29.938,-95.3806
200810,22,1736,200810,22,1736,22575,132688,TEXAS,48,2008,October,Hail,"FAIRBANKS",29.8596,-95.5244
200810,22,1824,200810,22,1824,22575,132695,TEXAS,48,2008,October,Hail,"ALABAMA/COUSHATTA RES",30.72,-94.71
200810,9,1043,200810,9,1043,22771,133605,GEORGIA,13,2008,October,Hail,"COLON",30.79,-82.56
200810,9,1114,200810,9,1114,22771,133606,GEORGIA,13,2008,October,Hail,"ARGYLE",31.07,-82.65
200810,9,1120,200810,9,1120,22771,133607,GEORGIA,13,2008,October,Hail,"MILLWOOD",31.27,-82.66
200810,9,1130,200810,9,1130,22771,133608,GEORGIA,13,2008,October,Hail,"HOMELAND",30.85,-82.03
200810,9,1200,200810,9,1200,22771,133609,GEORGIA,13,2008,October,Hail,"UPTONVILLE",30.9,-82.07
200810,9,1212,200810,9,1212,22771,133610,GEORGIA,13,2008,October,Hail,"ALMA",31.54,-82.48
200810,9,1215,200810,9,1215,22771,133611,GEORGIA,13,2008,October,Hail,"ALMA",31.54,-82.48
200810,9,1220,200810,9,1220,22771,133612,GEORGIA,13,2008,October,Hail,"ALMA",31.54,-82.47
200810,9,1245,200810,9,1245,22771,133613,GEORGIA,13,2008,October,Hail,"PRENTISS",31.84,-82.35
200810,9,1310,200810,9,1310,22771,133614,GEORGIA,13,2008,October,Hail,"COLESBURG",30.93,-81.71
